id;vzor;word
1;1;manžel
2;1;anděl
6;1;medvěd
7;1;člověk
8;1;syn
9;1;voják
10;1;student
11;1;host
12;1;občan
13;1;premiér
14;1;pes
15;1;vůl
16;1;bratr
17;1;ministr
18;1;mistr
19;1;inženýr
20;1;doktor
21;1;manažer
22;1;netopýr
23;1;kocour
24;1;vezír
25;1;upír
26;1;dělník
27;1;biolog
28;1;chirurg
29;1;vrah
30;1;hoch
31;1;syn
32;1;bůh
33;1;člověk
34;1;bídník
35;1;holub
36;1;lev
37;1;krokodýl
38;1;osel
39;1;pštros
40;1;jestřáb
41;1;voják
42;1;čáp
43;1;tetřev
44;1;pes
45;1;motýl
46;1;kominík
47;1;režisér
48;1;zdravotník
49;1;delfín
50;1;kamenožrout
51;1;obr
52;1;duch
53;1;smrtelník
54;1;pracovník
55;2;arch
56;2;dar
57;2;dub
58;2;houf
59;2;krok
60;2;ring
61;2;rosol
62;2;rybíz
63;2;sloup
64;2;titul
65;2;úhel
66;2;útes
67;2;živel
68;2;leden
69;2;únor
70;2;duben
71;2;listopad
72;2;říjen
73;2;dnešek
74;2;pondělek
75;2;včerejšek
76;2;domov
77;2;chléb
78;2;kostel
79;2;mlýn
80;2;ostrov
81;2;svět
82;2;venkov
83;2;chléb
84;2;jazyk
85;2;les
86;2;oběd
87;2;večer
88;2;rybník
89;2;zákon
90;2;život
91;2;Mělník
92;2;Lipník
93;2;Příbor
94;2;Zábřeh
95;2;dvůr
96;2;javor
97;2;komín
104;2;chodník
105;2;ples
106;2;sklep
107;2;jez
108;2;hotel
109;2;rok
110;2;případ
111;2;stůl
112;2;čas
113;2;film
114;2;domov
115;2;systém
116;2;rukáv
117;2;vrtulník
118;2;trajekt
119;2;polibek
120;2;stud
121;2;nosník
122;2;výskok
123;2;potlesk
124;2;aplaus
126;2;pohár
127;2;průmysl
128;2;drb
129;2;klub
130;2;spolek
131;3;srnec
132;3;houbař
133;3;cizinec
134;3;rodič
135;3;otec
136;3;lovec
137;3;blbec
138;3;horolezec
139;3;znalec
140;3;chlapec
141;3;nadšenec
142;3;kůň
143;3;král
144;3;lyžař
145;3;přítel
146;3;sběratel
147;3;jezdec
148;3;vítěz
149;3;lékař
150;3;učitel
151;3;krotitel
152;3;malíř
153;3;stavitel
154;3;hasič
155;3;surfař
156;3;sportovec
157;3;princ
158;3;ředitel
183;4;křemenáč
184;4;měsíc
185;4;kříž
186;4;cíl
187;4;oheň
188;4;kašel
189;4;míč
190;4;štětec
192;4;palec
193;4;klíč
195;4;pytel
196;4;korbel
197;4;svízel
198;4;jitrocel
199;4;jetel
200;4;mandel
201;4;šindel
202;4;šťavel
203;4;věrtel
204;4;pantofel
205;4;kašel
206;4;obratel
207;5;rikša
208;5;bača
209;5;maharádža
210;5;nindža
211;5;paša
212;5;Nohavica
213;5;houslista
214;5;husita
215;5;bandita
216;5;kolega
217;5;artista
218;5;starosta
219;5;sluha
220;5;trumeptista
221;5;nemluva
222;5;traktorista
223;5;gymnasta
224;5;kanoista
225;5;fotbalista
226;5;cyklista
227;5;hokejista
228;6;vládce
229;6;zákonodárce
230;6;správce
231;6;rádce
232;6;zrádce
233;6;vůdce
234;6;dárce
235;6;chlebodárce
236;6;zákonodárce
237;6;strážce
238;6;strůjce
239;6;svůdce
240;6;tvůrce
241;6;přímluvce
242;6;poradce
243;6;porotce
244;6;průvodce
245;6;soudce
246;6;vojevůdce
247;6;strojvůdce
248;6;důchodce
249;7;doba
250;7;sklenka
251;7;skupina
252;7;hlava
253;7;ruka
254;7;noha
255;7;květina
256;7;hruška
257;7;liška
258;7;tepna
259;7;doprava
260;7;straka
261;7;klávesa
262;7;láska
263;7;krása
264;7;Afrika
265;7;Evropa
266;7;Amerika
267;7;ryba
268;7;skála
269;7;moucha
270;7;dívka
271;7;žirafa
272;7;strana
273;7;stěna
274;7;perla
275;7;známka
276;7;svíčka
277;7;vosa
278;7;babička
279;7;škola
280;7;mapa
281;7;lopatka
282;7;vidlička
283;7;paleta
284;7;cihla
285;7;miska
286;7;husa
287;7;houba
289;7;střecha
290;8;chvíle
291;8;práce
292;8;židle
293;8;klávesnice
294;8;sukně
295;8;nůše
296;8;tabule
297;8;koule
298;8;ulice
299;8;silnice
300;8;Země
301;8;žákyně
302;8;naděje
303;8;chůze
304;8;jedle
305;8;vesnice
306;8;duše
307;8;borovice
308;8;střelnice
309;8;židle
310;8;chvíle
311;8;čarodějnice
312;8;chůze
313;8;košile
314;8;sazenice
315;8;cibule
316;8;fazole
317;8;ovce
318;8;slepice
319;8;brusle
320;8;mince
321;9;orchidej
322;9;skříň
323;9;koupel
324;9;tramvaj
325;9;jabloň
326;9;pánev
327;9;kázeň
328;9;drůbež
329;9;dlaň
330;9;mrkev
331;9;ředkev
332;9;hůl
333;9;koroptev
334;9;sklizeň
335;9;postel
336;9;hráz
337;9;petržel
338;9;pánev
339;9;mrkev
340;9;broskev
341;9;větev
342;9;stráň
343;9;mez
344;9;lahev
345;9;báseň
346;9;vášeň
347;10;společnost
348;10;věc
349;10;smrt
350;10;rukojeť
351;10;místnost
352;10;pověst
353;10;radost
354;10;část
355;10;starost
356;10;drzost
357;10;bytost
358;9;labuť
359;10;obuv
360;10;směs
361;10;zeď
362;10;bolest
363;10;řeč
364;10;vědomost
365;10;příležitost
366;10;lenost
367;10;žádost
368;10;povinnost
369;10;nezbytnost
370;10;hbitost
371;10;věrnost
372;11;letadlo
373;11;pásmo
374;11;kolo
375;11;víno
376;11;prádlo
377;11;jídlo
378;11;kolo
379;11;okno
380;11;auto
381;11;město
382;11;slunéčko
383;11;jablko
384;11;stádo
385;11;letadlo
386;11;počítadlo
387;11;pravidlo
388;11;prostěradlo
389;11;zavazadlo
390;11;procento
391;11;ucho
392;11;čelo
393;11;koleno
394;11;tričko
395;11;stádo
396;11;pivo
397;11;strašidlo
398;12;hnojiště
399;12;bludiště
400;12;Labe
401;12;pracoviště
402;12;letiště
403;12;nebe
404;12;staveniště
405;12;bojiště
406;12;srdce
407;12;pole
408;12;smetiště
409;12;vřesoviště
410;12;loviště
411;12;slunce
412;12;vejce
413;12;jeviště
414;12;hřiště
415;12;schodiště
416;12;kolejiště
417;12;ohniště
418;12;úložiště
419;12;koupaliště
420;12;paraple
421;12;ovoce
422;13;medvídě
423;13;lvíče
424;13;kotě
425;13;slůně
426;13;dítě
427;13;štěně
428;13;rajče
429;13;ptáče
430;13;koště
431;13;vnouče
432;13;jehně
433;13;kuře
434;13;sele
435;13;hříbě
436;13;mládě
437;13;dvojče
438;13;doupě
439;13;rajče
440;13;kůzle
441;13;batole
442;13;nemluvně
443;13;prase
444;13;klíště
445;13;hrabě
446;13;kníže
447;13;poupě
448;14;zelí
449;14;uhlí
450;14;vyučování
451;14;zdraví
452;14;cukroví
453;14;dříví
454;14;křoví
455;14;nádraží
456;14;znamení
457;14;cvičení
458;14;zábradlí
459;14;náměstí
460;14;vítězství
461;14;stavení
462;14;hedvábí
463;14;údolí
464;14;prostředí
465;14;století
466;14;období
467;14;řízení
468;14;pohoří
469;14;vítězství
470;14;odpuštění
471;14;pokušení
472;15;jedna
473;15;tři
474;15;pět
475;15;deset
476;15;dvacet
477;15;sto
478;15;tisíc
479;15;pětačtyřicet
480;15;třicet sedm
481;15;milion
482;15;miliarda
483;15;dvacet tisíc
484;15;málo
485;15;mnoho
486;15;hodně
487;15;dvaasedmdesát
488;15;třicet šest
489;15;čtyřicet sedm
490;15;dvě pětiny
491;15;jedna třetina
492;15;šest sedmin
493;15;několik
494;15;tolik
495;15;málo
496;15;s málem
497;16;první
498;16;druhý
499;16;třetí
500;16;několikátý
501;16;poprvé
502;16;pátý
503;16;sedmnáctý
504;16;podruhé
505;16;pošesté
506;16;poněkolikáté
507;16;posté
508;16;tolikátý
509;16;sedmý
510;16;několikátý
511;16;mnohý
512;16;prvý
513;16;stý
514;16;druhá
515;16;třicátá sedmá
516;16;tisící
517;16;čtyřicátá
518;16;pátá
519;16;osmé
520;16;patnáctá
521;16;devadesáté
522;16;tolikátá
523;16;osmá
524;16;dvoustý
525;17;dvoje
526;17;troje
527;17;čtvery
528;17;trojí
529;17;patery
530;17;šestery
531;17;tolikery
532;17;sedmery
533;17;několikery
534;17;čtvero
535;17;sedmero
536;17;dvanáctero
537;17;několikero
538;17;patero
539;17;troje
540;17;desatero
541;17;dvojí
542;17;trojí
543;17;několikerý
544;17;devatery
545;17;šesterý
546;17;tolikero
547;17;několikery
548;18;jednou
549;18;dvakrát
550;18;dvojnásobně
551;18;dvakrát tak
552;18;několikrát
553;18;šestkrát
554;18;tolikrát
555;18;mnohokrát
556;18;hodněkrát
557;18;málokrát
558;18;stokrát
559;18;stonásobný
560;18;milionkrát
561;18;šedesátkrát
562;18;čtyřnásobný
563;18;trojnásobný
564;18;dvěstěkrát
565;18;třistakrát
566;18;šestinásobná
567;18;trojnásobná
568;18;jedenkrát
569;18;třikrát
570;18;tiscíkrát
571;18;jedinkrát
572;19;já
573;19;ty
574;19;on
575;19;ona
576;19;ono
577;19;my
578;19;vy
579;19;oni
580;19;ony
581;19;se
582;19;mne
583;19;mě
584;19;mně mi
585;19;mnou
586;19;tebe
587;19;tě
588;19;ti
589;19;ty
590;19;o tobě
591;19;jím
592;19;s ním
593;19;jí
594;19;ní
595;19;o ní
596;19;s ní
598;19;něho
599;19;jej
600;19;něj
601;19;o něm
602;19;jemu
603;19;němu
604;19;mu
605;19;jím
606;19;nás
607;19;vás
608;19;nám
609;19;vám
610;19;o vás
611;19;o nás
612;19;s námi
613;19;s vámi
614;19;jich
615;19;nich
616;19;jim
617;19;nim
618;19;je
619;19;o nich
620;19;s nimi
621;19;jimi
622;19;sebe
623;19;sobě
624;19;si
625;19;o sobě
626;19;s sebou
627;19;mu
628;19;ho
629;19;sebou
630;20;můj
631;20;tvůj
632;20;jeho
633;20;její
634;20;náš
635;20;váš
636;20;jejich
637;20;svůj
638;20;mého
639;20;mému
640;20;o mém
641;20;s mým
642;20;má
643;20;moje
644;20;mojí
645;20;mého
646;20;mé
647;20;s mou
648;20;s mými
649;20;o mých
650;20;mým
651;20;tvá
652;20;tvoje
653;20;tvého
654;20;tvému
655;20;tvojí
656;20;o tvém
657;20;s tvým
658;20;s tvou
659;20;s tvojí
660;20;tvých
661;20;s tvými
662;20;o tvých
663;20;jejího
664;20;s jejím
665;20;o jejím
666;20;jejímu
667;20;jejími
668;20;o jeho
669;20;našeho
670;20;o našem
671;20;s naším
672;20;o naši
673;20;s naším
674;20;našemu
675;20;našim
676;20;našich
677;20;s našimi
678;20;o našich
679;20;vašeho
680;20;vašemu
681;20;vaší
682;20;o vašem
683;20;vaším
684;20;s vaší
685;20;s vaším
686;20;vašim
687;20;vaše
688;20;s vašimi
689;20;o vašich
690;20;svá
691;20;svoje
692;20;své
693;20;svého
694;20;svému
695;20;svou
696;20;svoji
697;20;o své
698;20;o svém
699;20;se svou
700;20;se svojí
701;20;se svým
702;20;svých
703;20;svým
704;20;o svých
705;20;se svými
706;20;tvýma
707;20;mýma
708;20;svýma
709;20;vašima
710;21;ten
711;21;tento
712;21;tenhle
713;21;tamten
714;21;onen
715;21;takový
716;21;onaký
717;21;týž
718;21;tentýž
719;21;sám
720;21;toho
721;21;ta
722;21;to
723;21;té
724;21;tomu
725;21;tu
726;21;o tom
727;21;o té
728;21;s tím
729;21;s tou
730;21;ti
731;21;ty
732;21;ta
733;21;těch
734;21;těm
735;21;o těch
736;21;s těmi
737;21;tento
738;21;tato
739;21;toto
740;21;tomuto
741;21;této
742;21;tohoto
743;21;tuto
744;21;toto
745;21;o tomto
746;21;o této
747;21;touto
748;21;tímto
749;21;tito
750;21;tyto
751;21;tato
752;21;těchto
753;21;těmto
754;21;o těchto
755;21;s těmito
756;21;tenhle
757;21;tahle
758;21;tohle
759;21;o tomhle
760;21;tímhle
761;21;touhle
762;21;tihle
763;21;tyhle
764;21;těchhle
765;21;těmhle
766;21;tahle
767;21;o těchhle
768;21;s těmihle
769;21;onoho
770;21;onomu
771;21;oné
772;21;oním
773;21;oněch
774;21;oněm
775;21;s oněmi
776;21;o oněch
777;21;o těch
778;21;takový
779;21;taková
780;21;takové
781;21;takového
782;21;takovou
783;21;o takových
784;21;s takovými
785;21;takovým
786;21;táž
787;21;tatáž
788;21;totéž
789;21;o témž
790;21;s týmž
791;21;tímtéž
792;21;touž
793;21;o týchž
794;21;s týmiž
795;21;sama
796;21;samo
797;21;samého
798;21;samému
799;21;samé
800;21;o samém
801;21;o samé
802;21;samým
803;21;samou
804;21;o samých
805;21;se samými
806;21;samých
807;21;samy
808;21;sami
809;22;kdo
810;22;co
811;22;jaký
812;22;který
813;22;čí
814;22;koho
815;22;komu
816;22;o kom
817;22;kým
818;22;čeho
819;22;čemu
820;22;o čem
821;22;čím
822;22;která
823;22;které
824;22;kterému
825;22;kterého
826;22;kterou
827;22;kterým
828;22;kteří
829;22;které
830;22;kterých
831;22;kterým
832;22;o kterých
833;22;kterými
834;22;jakého
835;22;jaké
836;22;jakému
837;22;o jakém
838;22;o jaké
839;22;jakou
840;22;jakým
841;22;jací
842;22;jakým
843;22;jaká
844;22;o jakých
845;22;jakými
846;22;čího
847;22;čímu
848;22;o čí
849;22;o čím
850;22;čích
851;22;čími
852;22;kdopak
853;22;copak
854;22;kterýpak
855;22;čípak
856;22;jakýpak
857;22;kdože
858;22;cože
859;22;kterýže
860;22;jakýže
861;22;číže
862;22;kdopak
863;22;kohopak
864;22;komupak
865;22;o kompak
866;22;kýmpak
867;23;kdo
868;23;co
869;23;jaký
870;23;který
871;23;čí
872;23;koho
873;23;komu
874;23;o kom
875;23;kým
876;23;čeho
877;23;čemu
878;23;o čem
879;23;čím
880;23;která
881;23;které
882;23;kterému
883;23;kterého
884;23;kterou
885;23;kterým
886;23;kteří
887;23;které
888;23;kterých
889;23;kterým
890;23;o kterých
891;23;kterými
892;23;jakého
893;23;jaké
894;23;jakému
895;23;o jakém
896;23;o jaké
897;23;jakou
898;23;jakým
899;23;jací
900;23;jakým
901;23;jaká
902;23;o jakých
903;23;jakými
904;23;čího
905;23;čímu
906;23;o čí
907;23;o čím
908;23;čích
909;23;čími
910;23;kdopak
911;23;copak
912;23;kterýpak
913;23;čípak
914;23;jakýpak
915;23;kdože
916;23;cože
917;23;kterýže
918;23;jakýže
919;23;číže
920;23;kdopak
921;23;kohopak
922;23;komupak
923;23;o kompak
924;23;kýmpak
925;23;jenž
926;23;jemuž
927;23;jejž
928;23;jímž
929;23;o němž
930;23;jež
931;23;jíž
932;23;jehož
933;23;jemuž
934;23;o níž
935;23;jíž
936;23;jichž
937;23;o nichž
938;23;jimiž
939;23;jejž
940;23;jejímuž
941;23;jejímž
942;23;jejímiž
943;23;o jejíchž
944;23;o jehož
945;23;kdož
946;23;kohož
947;23;komuž
948;23;o komž
949;23;kýmž
950;23;čehož
951;23;čemuž
952;23;o čemž
953;23;čímž
954;23;kterýmž
955;23;kterýchž
956;23;o kterémž
957;23;kteréž
958;23;kterémuž
959;23;jakýž
960;23;jakéhož
961;23;jakémuž
962;23;o jakémž
963;23;jakýmiž
964;23;o jakýchž
965;23;jakáž
966;23;jakéž
967;24;někdo
968;24;něco
969;24;kdokoli
970;24;cokoli
971;24;kdekdo
972;24;kdosi
973;24;každý
974;24;všechen
975;24;ledakdo
976;24;něčí
977;24;cosi
978;24;kterýsi
979;24;jakýsi
980;24;čísi
981;24;leckdo
982;24;lecco
983;24;leckterý
984;24;kohokoli
985;24;komukoli
986;24;o komkoli
987;24;kýmkoli
988;24;někoho
989;24;někomu
990;24;o někom
991;24;někým
992;24;něčeho
993;24;něčemu
994;24;o něčem
995;24;něčím
996;24;nečího
997;24;nečímu
998;24;něčích
999;24;o něčích
1000;24;něčími
1001;24;některého
1002;24;některému
1003;24;o některé
1004;24;některou
1005;24;některými
1006;24;nějakému
1007;24;o nějakém
1008;24;nějakou
1009;24;o nějakých
1010;24;všeho
1011;24;o vší
1012;24;vším
1013;24;všechno
1014;24;všechna
1015;24;všemi
1016;24;každému
1017;24;o každé
1018;24;každou
1019;24;o každých
1020;25;nikdo
1021;25;nic
1022;25;ničí
1023;25;nijaký
1024;25;žádný
1025;25;nikoho
1026;25;nikomu
1027;25;o nikom
1028;25;nikým
1029;25;ničeho
1030;25;ničemu
1031;25;o ničem
1032;25;ničím
1033;25;nijaký
1034;25;nijakému
1035;25;o nijaké
1036;25;nijakou
1037;25;nijakým
1038;25;o nijakých
1039;25;nijakými
1040;25;ničího
1041;25;o ničím
1042;25;ničí
1043;25;žádného
1044;25;o žádné
1045;25;žádnou
1046;25;o žádných
1047;25;žádnými
1048;25;žádná
1049;26;venku
1050;26;zprava
1051;26;tam
1052;26;nahoře
1053;26;nahoru
1054;26;shora
1055;26;vlevo
1056;26;domů
1057;26;zdaleka
1058;26;tudy
1059;26;sem
1060;26;tady
1061;26;odtud
1062;26;dolů
1063;26;zde
1064;26;ven
1065;26;kolem
1066;26;zvenku
1067;26;doma
1068;26;kudy
1069;26;vzadu
1070;26;kde
1071;26;nikde
1072;26;někde
1073;26;kam
1074;26;někam
1075;26;nikam
1076;26;odkud
1077;26;vpravo
1078;26;doprava
1079;26;nejblíž
1080;26;jinde
1081;26;odjinud
1082;26;zprostředka
1083;27;ráno
1084;27;neustále
1085;27;právě
1086;27;večer
1087;27;dnes
1088;27;zítra
1089;27;teď
1090;27;včera
1091;27;občas
1092;27;odpoledne
1093;27;brzy
1094;27;odjakživa
1095;27;dodnes
1096;27;loni
1097;27;tehdy
1098;27;pozítří
1099;27;věčně
1100;27;kdy
1101;27;někdy
1102;27;nikdy
1103;27;odkdy
1104;27;dokdy
1105;27;dneska
1106;27;minule
1107;27;naposledy
1108;27;příště
1109;27;nejdéle
1110;27;nejdřív
1111;27;dříve
1112;27;nadosmrti
1113;27;chvílemi
1114;27;časem
1115;27;jaktěživ
1116;27;odnepaměti
1117;28;snadno
1118;28;dětsky
1119;28;špatně
1120;28;dobře
1121;28;pomalu
1122;28;tiše
1123;28;nadarmo
1124;28;obratně
1125;28;vesele
1126;28;rychle
1127;28;bezvadně
1128;28;rozumně
1129;28;skromně
1130;28;temně
1131;28;tajemně
1132;28;pilně
1133;28;slušně
1134;28;trapně
1135;28;vtipně
1136;28;odbojně
1137;28;nevědomky
1138;28;pořádně
1139;28;jak
1140;28;lépe
1141;28;hůř
1142;28;zle
1143;29;málo
1144;29;hodně
1145;29;velmi
1146;29;úplně
1147;29;poměrně
1148;29;mnoho
1149;29;trochu
1150;29;malinko
1151;29;moc
1152;29;zcela
1153;29;dost
1154;29;příliš
1155;29;kolik
1156;29;více
1157;29;nejvíc
1158;29;nejméně
1159;29;míň
1160;29;značně
1161;29;částečně
1162;30;úmyslně
1163;30;náhodou
1164;30;proto
1165;30;smíchy
1166;30;vzteky
1167;30;proto
1168;30;neúmyslně
1169;30;naschvál
1170;30;natruc
1171;30;nazlost
1172;30;schválně
1173;30;naschvál
1174;30;úmyslně
1175;30;navzdory
1176;30;nazlost
1177;30;natruc
1178;30;omylem
1179;30;nechtě
1180;30;právem
1181;30;oprávněně
1182;31;růst
1183;31;plést
1184;31;smést
1185;31;vnést
1186;31;snést
1187;31;kvete
1188;31;přede
1189;31;vézt
1190;31;lézt
1191;31;nalézt
1192;31;odnést
1193;31;zamést
1194;31;zarůst
1195;31;rozkvést
1196;31;klást
1197;31;mást
1198;31;pást
1199;31;krást
1200;31;plést
1201;31;mést
1202;31;kvést
1203;31;hníst
1204;31;růst
1205;31;vést
1206;31;číst
1207;32;probrat
1208;32;ustlat
1209;32;sebrat
1210;32;řvát
1211;32;prát
1212;32;přijmout
1213;32;loupat
1214;32;brát
1215;32;cpát
1216;32;rvát
1217;32;žrát
1218;32;stlát
1219;32;pozvat
1220;32;ozvat
1221;32;klepat
1222;32;hrabat
1223;32;zabrat
1224;33;napsat
1225;33;plakat
1226;33;psát
1227;33;navázat
1228;33;přivázat
1229;33;lízat
1230;33;kázat
1231;33;vzkázat
1232;33;vázat
1233;33;obvázat
1234;34;utéci
1235;34;neutéci
1236;34;pomoct
1237;34;svléct
1238;34;obléct
1239;34;vyvléct
1240;34;dotlouct
1241;34;téct
1242;34;protéct
1243;34;odvléct
1244;34;rozmoct
1245;34;upekl
1246;34;vléct
1247;34;téct
1248;34;síct
1249;35;otevřít
1250;35;prostřít
1251;35;odřít
1252;35;uzavřít
1253;35;pozřít
1254;35;přetřít
1255;35;třít
1256;35;zavřít
1257;35;utřít
1258;35;prodřít
1259;35;vytřít
1260;35;mřít
1261;35;dřít
1262;35;zapřít
1263;35;vřít
1264;35;zřít
1265;35;přít se
1266;36;propíchnout
1267;36;odhadnout
1268;36;napnout
1269;36;zapnout
1270;36;zhltnout
1271;36;říci
1272;36;váznout
1273;36;klesat
1274;36;zdvihnout
1275;36;zamítnout
1276;36;usnout
1277;36;utnout
1278;36;ukrást
1279;36;nalézt
1280;36;prchnout
1281;36;všimnout
1282;36;nadchnout
1283;36;táhnout
1284;36;padnout
1285;36;všimnout
1286;36;hnout
1287;36;bouchnout
1288;37;zatnout
1289;37;vanout
1290;37;vinout
1291;37;zapomenout
1292;37;přivanout
1293;37;opomenout
1294;37;vsunout
1295;37;zasunout
1296;37;odsunout
1297;37;zahynout
1298;37;plynout
1299;37;hrnout
1300;37;lnout
1301;38;zůstat
1302;38;zajmout
1303;38;počít
1304;38;začít
1305;38;načít
1306;38;tnout
1307;38;žnout
1308;38;přijmout
1309;38;najmout
1310;38;vyjmout
1311;38;sejmout
1312;38;zajmout
1313;38;odejmout
1314;38;ujmout
1315;38;obejmout
1316;39;krýt
1317;39;bít
1318;39;sbít
1319;39;šít
1320;39;výt
1321;39;lít
1322;39;umýt
1323;39;hrát
1324;39;vypít
1325;39;pít
1326;39;smát se
1327;39;hnít
1328;39;vít
1329;39;dít se
1330;39;plít
1331;39;pít
1332;39;sít
1333;39;žít
1334;39;spět
1335;39;kát se
1336;39;hrát
1337;39;zrát
1338;39;přát
1339;40;zapisovat
1340;40;úkolovat
1341;40;studovat
1342;40;masírovat
1343;40;slibovat
1344;40;milovat
1345;40;vzdalovat
1346;40;plánovat
1347;40;meditovat
1348;40;riskovat
1349;40;pozorovat
1350;40;hubovat
1351;40;nevyhrožovat
1352;40;falšovat
1353;40;centrovat
1354;40;driblovat
1355;40;kombinovat
1356;40;malovat
1357;40;ukazovat
1358;40;umožňovat
1359;40;vysvětlovat
1360;40;pracovat
1361;41;kosit
1362;41;platit
1363;41;nahradit
1364;41;brousit
